State_Name,Year,Position,Candidate,Sex,Party,Candidate_Type,Constituency_Name,Constituency_Type,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Last_Party
Karnataka,2009,1,D. B. CHANDRE GOWDA,M,BJP,GEN,BANGALORE NORTH,GEN,28,46.72,45.22,INC
Karnataka,2009,1,P. C. MOHAN,M,BJP,GEN,BANGALORE CENTRAL,GEN,37,44.55,40.16,BJP
Karnataka,2009,1,ANANTH KUMAR,M,BJP,GEN,BANGALORE SOUTH,GEN,20,44.74,48.2,BJP
Karnataka,2009,1,M.VEERAPPA MOILY,M,INC,GEN,CHIKKBALLAPUR,GEN,20,68.09,39.9,INC
Karnataka,2009,1,K.H.MUNIYAPPA,M,INC,SC,KOLAR,SC,22,69.15,37.18,INC
Kerala,2009,1,P KARUNAKARAN,M,CPM,GEN,KASARAGOD,GEN,7,76.05,45.51,CPM
Kerala,2009,1,K. SUDHAKARAN,M,INC,GEN,KANNUR,GEN,9,80.75,50.11,
Kerala,2009,1,MULLAPPALLY RAMACHANDRAN,M,INC,GEN,VADAKARA,GEN,8,80.55,48.82,INC
Kerala,2009,1,M.I. SHANAVAS,M,INC,GEN,WAYANAD,GEN,13,74.74,49.86,INC
Kerala,2009,1,M.K. RAGHAVAN,M,INC,GEN,KOZHIKODE,GEN,16,75.68,42.92,
Kerala,2009,1,E. AHAMED,M,MUL,GEN,MALAPPURAM,GEN,4,76.81,54.64,MUL
Kerala,2009,1,E.T. MUHAMMED BASHEER,M,MUL,GEN,PONNANI,GEN,13,77.17,50.14,
Kerala,2009,1,M.B. RAJESH,M,CPM,GEN,PALAKKAD,GEN,10,73.47,42.81,
